date;constructorId;statusId;raceId;resultId;driverId;number;grid;positionOrder;points;laps;time_laps;rank;fastestLapTime;fastestLapSpeed;year;round;circuitId;GP_name;status;name;nationality
2018-09-16;6;1;1003;24067;8;7.0;5;5;10.0;61;+53.001;7.0;1:44.715;174.06099999999995;2018;15;15;Singapore Grand Prix;Finished;Ferrari;Italian
2018-09-16;6;1;1003;24065;20;5.0;3;3;15.0;61;+39.984;6.0;1:44.669;174.137;2018;15;15;Singapore Grand Prix;Finished;Ferrari;Italian
2018-09-16;1;1;1003;24069;4;14.0;11;7;6.0;61;+1:43.001;4.0;1:43.164;176.67700000000005;2018;15;15;Singapore Grand Prix;Finished;McLaren;British
2018-09-16;10;11;1003;24078;815;11.0;7;16;0.0;60;;13.0;1:45.389;172.947;2018;15;15;Singapore Grand Prix;+1 Lap;Force India;Indian
2018-09-16;15;11;1003;24073;828;9.0;14;11;0.0;60;;10.0;1:45.169;173.30900000000003;2018;15;15;Singapore Grand Prix;+1 Lap;Sauber;Swiss
2018-09-16;3;11;1003;24076;840;18.0;20;14;0.0;60;;17.0;1:46.033;171.89700000000005;2018;15;15;Singapore Grand Prix;+1 Lap;Williams;British
2018-09-16;9;1;1003;24064;830;33.0;2;2;18.0;61;+8.961;5.0;1:43.345;176.368;2018;15;15;Singapore Grand Prix;Finished;Red Bull;Austrian
2018-09-16;131;1;1003;24063;1;44.0;1;1;25.0;61;1:51:11.611;2.0;1:42.913;177.108;2018;15;15;Singapore Grand Prix;Finished;Mercedes;German
2018-09-16;131;1;1003;24066;822;77.0;4;4;12.0;61;+51.930;8.0;1:44.720;174.05200000000005;2018;15;15;Singapore Grand Prix;Finished;Mercedes;German
2018-09-16;3;12;1003;24081;845;35.0;19;19;0.0;59;;15.0;1:45.902;172.11;2018;15;15;Singapore Grand Prix;+2 Laps;Williams;British
2018-09-16;210;12;1003;24080;825;20.0;16;18;0.0;59;;1.0;1:41.905;178.86;2018;15;15;Singapore Grand Prix;+2 Laps;Haas F1 Team;American
2018-09-16;4;11;1003;24070;832;55.0;12;8;4.0;60;;12.0;1:45.211;173.24;2018;15;15;Singapore Grand Prix;+1 Lap;Renault;French
2018-09-16;4;11;1003;24072;807;27.0;10;10;1.0;60;;19.0;1:46.093;171.8;2018;15;15;Singapore Grand Prix;+1 Lap;Renault;French
2018-09-16;5;11;1003;24079;843;28.0;17;17;0.0;60;;9.0;1:44.889;173.77200000000005;2018;15;15;Singapore Grand Prix;+1 Lap;Toro Rosso;Italian
2018-09-16;5;11;1003;24075;842;10.0;15;13;0.0;60;;18.0;1:46.063;171.84799999999996;2018;15;15;Singapore Grand Prix;+1 Lap;Toro Rosso;Italian
2018-09-16;15;11;1003;24071;844;16.0;13;9;2.0;60;;11.0;1:45.203;173.253;2018;15;15;Singapore Grand Prix;+1 Lap;Sauber;Swiss
2018-09-16;9;1;1003;24068;817;3.0;6;6;8.0;61;+53.982;3.0;1:43.120;176.753;2018;15;15;Singapore Grand Prix;Finished;Red Bull;Austrian
2018-09-16;210;11;1003;24077;154;8.0;8;15;0.0;60;;16.0;1:45.904;172.106;2018;15;15;Singapore Grand Prix;+1 Lap;Haas F1 Team;American
2018-09-16;10;4;1003;24082;839;31.0;9;20;0.0;0;;0.0;;;2018;15;15;Singapore Grand Prix;Collision;Force India;Indian
2018-09-30;10;11;1004;24091;839;31.0;6;9;2.0;52;;12.0;1:38.366;214.025;2018;16;71;Russian Grand Prix;+1 Lap;Force India;Indian
2018-09-30;1;11;1004;24096;4;14.0;16;14;0.0;52;;15.0;1:39.590;211.394;2018;16;71;Russian Grand Prix;+1 Lap;McLaren;British
2018-09-30;3;12;1004;24100;845;35.0;13;18;0.0;51;;17.0;1:39.838;210.86900000000003;2018;16;71;Russian Grand Prix;+2 Laps;Williams;British
2018-09-30;3;11;1004;24097;840;18.0;14;15;0.0;52;;14.0;1:39.435;211.72400000000002;2018;16;71;Russian Grand Prix;+1 Lap;Williams;British
2018-09-30;5;23;1004;24102;843;28.0;20;20;0.0;4;;20.0;1:45.852;198.889;2018;16;71;Russian Grand Prix;Brakes;Toro Rosso;Italian
2018-09-30;5;23;1004;24101;842;10.0;17;19;0.0;4;;19.0;1:44.071;202.292;2018;16;71;Russian Grand Prix;Brakes;Toro Rosso;Italian
2018-09-30;6;1;1004;24086;8;7.0;4;4;12.0;53;+16.543;6.0;1:36.611;217.91299999999998;2018;16;71;Russian Grand Prix;Finished;Ferrari;Italian
2018-09-30;131;1;1004;24083;1;44.0;2;1;25.0;53;1:27:25.181;2.0;1:35.916;219.49200000000002;2018;16;71;Russian Grand Prix;Finished;Mercedes;German
2018-09-30;4;11;1004;24094;807;27.0;12;12;0.0;52;;13.0;1:39.108;212.422;2018;16;71;Russian Grand Prix;+1 Lap;Renault;French
2018-09-30;1;12;1004;24098;838;2.0;15;16;0.0;51;;18.0;1:39.922;210.692;2018;16;71;Russian Grand Prix;+2 Laps;McLaren;British
2018-09-30;210;11;1004;24090;825;20.0;5;8;4.0;52;;8.0;1:38.015;214.791;2018;16;71;Russian Grand Prix;+1 Lap;Haas F1 Team;American
2018-09-30;6;1;1004;24085;20;5.0;3;3;15.0;53;+7.487;3.0;1:35.990;219.322;2018;16;71;Russian Grand Prix;Finished;Ferrari;Italian
2018-09-30;131;1;1004;24084;822;77.0;1;2;18.0;53;+2.545;1.0;1:35.861;219.61700000000002;2018;16;71;Russian Grand Prix;Finished;Mercedes;German
2018-09-30;210;11;1004;24093;154;8.0;9;11;0.0;52;;10.0;1:38.244;214.29;2018;16;71;Russian Grand Prix;+1 Lap;Haas F1 Team;American
2018-09-30;9;1;1004;24088;817;3.0;18;6;8.0;53;+1:20.451;5.0;1:36.345;218.514;2018;16;71;Russian Grand Prix;Finished;Red Bull;Austrian
2018-09-30;9;1;1004;24087;830;33.0;19;5;10.0;53;+31.016;4.0;1:36.283;218.655;2018;16;71;Russian Grand Prix;Finished;Red Bull;Austrian
2018-09-30;15;1;1004;24089;844;16.0;7;7;6.0;53;+1:38.390;9.0;1:38.107;214.59;2018;16;71;Russian Grand Prix;Finished;Sauber;Swiss
2018-09-30;4;12;1004;24099;832;55.0;11;17;0.0;51;;16.0;1:39.731;211.095;2018;16;71;Russian Grand Prix;+2 Laps;Renault;French
2018-09-30;10;11;1004;24092;815;11.0;8;10;1.0;52;;11.0;1:38.300;214.168;2018;16;71;Russian Grand Prix;+1 Lap;Force India;Indian
2018-09-30;15;11;1004;24095;828;9.0;10;13;0.0;52;;7.0;1:37.931;214.975;2018;16;71;Russian Grand Prix;+1 Lap;Sauber;Swiss
2018-10-07;131;1;1005;24104;822;77.0;2;2;18.0;53;+12.919;3.0;1:33.110;224.521;2018;17;22;Japanese Grand Prix;Finished;Mercedes;German
2018-10-07;10;1;1005;24109;815;11.0;9;7;6.0;53;+1:19.379;9.0;1:34.073;222.22299999999998;2018;17;22;Japanese Grand Prix;Finished;Force India;Indian
2018-10-07;131;1;1005;24103;1;44.0;1;1;25.0;53;1:27:17.062;2.0;1:32.785;225.30700000000002;2018;17;22;Japanese Grand Prix;Finished;Mercedes;German
2018-10-07;1;11;1005;24117;838;2.0;19;15;0.0;52;;18.0;1:35.023;220.00099999999998;2018;17;22;Japanese Grand Prix;+1 Lap;McLaren;British
2018-10-07;210;130;1005;24122;825;20.0;12;20;0.0;8;;20.0;1:39.908;209.24400000000003;2018;17;22;Japanese Grand Prix;Collision damage;Haas F1 Team;American
2018-10-07;3;11;1005;24119;840;18.0;14;17;0.0;52;;5.0;1:33.354;223.93400000000003;2018;17;22;Japanese Grand Prix;+1 Lap;Williams;British
2018-10-07;3;11;1005;24118;845;35.0;17;16;0.0;52;;8.0;1:33.985;222.43099999999998;2018;17;22;Japanese Grand Prix;+1 Lap;Williams;British
2018-10-07;15;26;1005;24120;844;16.0;10;18;0.0;38;;13.0;1:34.515;221.183;2018;17;22;Japanese Grand Prix;Mechanical;Sauber;Swiss
2018-10-07;1;11;1005;24116;4;14.0;18;14;0.0;52;;7.0;1:33.943;222.53;2018;17;22;Japanese Grand Prix;+1 Lap;McLaren;British
2018-10-07;10;1;1005;24111;839;31.0;11;9;2.0;53;+1:28.055;14.0;1:34.670;220.821;2018;17;22;Japanese Grand Prix;Finished;Force India;Indian
2018-10-07;6;1;1005;24107;8;7.0;4;5;10.0;53;+50.998;12.0;1:34.223;221.86900000000003;2018;17;22;Japanese Grand Prix;Finished;Ferrari;Italian
2018-10-07;9;1;1005;24106;817;3.0;15;4;12.0;53;+19.495;4.0;1:33.187;224.33599999999998;2018;17;22;Japanese Grand Prix;Finished;Red Bull;Austrian
2018-10-07;210;1;1005;24110;154;8.0;5;8;4.0;53;+1:27.198;15.0;1:34.786;220.551;2018;17;22;Japanese Grand Prix;Finished;Haas F1 Team;American
2018-10-07;9;1;1005;24105;830;33.0;3;3;15.0;53;+14.295;6.0;1:33.367;223.903;2018;17;22;Japanese Grand Prix;Finished;Red Bull;Austrian
2018-10-07;4;5;1005;24121;807;27.0;16;19;0.0;37;;17.0;1:34.934;220.207;2018;17;22;Japanese Grand Prix;Engine;Renault;French
2018-10-07;4;11;1005;24112;832;55.0;13;10;1.0;52;;11.0;1:34.197;221.93;2018;17;22;Japanese Grand Prix;+1 Lap;Renault;French
2018-10-07;5;11;1005;24115;843;28.0;6;13;0.0;52;;16.0;1:34.857;220.386;2018;17;22;Japanese Grand Prix;+1 Lap;Toro Rosso;Italian
2018-10-07;5;11;1005;24113;842;10.0;7;11;0.0;52;;10.0;1:34.133;222.081;2018;17;22;Japanese Grand Prix;+1 Lap;Toro Rosso;Italian
2018-10-07;15;11;1005;24114;828;9.0;20;12;0.0;52;;19.0;1:36.294;217.097;2018;17;22;Japanese Grand Prix;+1 Lap;Sauber;Swiss
2018-10-07;6;1;1005;24108;20;5.0;8;6;8.0;53;+1:09.873;1.0;1:32.318;226.447;2018;17;22;Japanese Grand Prix;Finished;Ferrari;Italian
2018-10-21;15;11;1006;24132;828;9.0;16;10;1.0;55;;9.0;1:39.569;199.327;2018;18;69;United States Grand Prix;+1 Lap;Sauber;Swiss
2018-10-21;3;11;1006;24135;845;35.0;14;13;0.0;55;;7.0;1:39.240;199.987;2018;18;69;United States Grand Prix;+1 Lap;Williams;British
2018-10-21;1;11;1006;24133;838;2.0;17;11;0.0;55;;12.0;1:39.915;198.636;2018;18;69;United States Grand Prix;+1 Lap;McLaren;British
2018-10-21;210;130;1006;24139;154;8.0;8;17;0.0;2;;18.0;1:41.982;194.61;2018;18;69;United States Grand Prix;Collision damage;Haas F1 Team;American
2018-10-21;6;1;1006;24123;8;7.0;2;1;25.0;56;1:34:18.643;5.0;1:38.482;201.52700000000002;2018;18;69;United States Grand Prix;Finished;Ferrari;Italian
2018-10-21;5;11;1006;24131;843;28.0;20;9;2.0;55;;6.0;1:38.963;200.547;2018;18;69;United States Grand Prix;+1 Lap;Toro Rosso;Italian
2018-10-21;131;1;1006;24125;1;44.0;1;3;15.0;56;+2.342;1.0;1:37.392;203.782;2018;18;69;United States Grand Prix;Finished;Mercedes;German
2018-10-21;3;12;1006;24136;840;18.0;15;14;0.0;54;;10.0;1:39.646;199.173;2018;18;69;United States Grand Prix;+2 Laps;Williams;British
2018-10-21;1;4;1006;24140;4;14.0;13;18;0.0;1;;17.0;1:40.933;196.63299999999998;2018;18;69;United States Grand Prix;Collision;McLaren;British
2018-10-21;210;2;1006;24142;825;20.0;12;20;0.0;56;;0.0;;;2018;18;69;United States Grand Prix;Disqualified;Haas F1 Team;American
2018-10-21;131;1;1006;24127;822;77.0;3;5;10.0;56;+24.744;4.0;1:38.470;201.551;2018;18;69;United States Grand Prix;Finished;Mercedes;German
2018-10-21;9;1;1006;24124;830;33.0;18;2;18.0;56;+1.281;2.0;1:38.246;202.011;2018;18;69;United States Grand Prix;Finished;Red Bull;Austrian
2018-10-21;9;84;1006;24138;817;3.0;4;16;0.0;8;;15.0;1:40.433;197.612;2018;18;69;United States Grand Prix;Battery;Red Bull;Austrian
2018-10-21;4;1;1006;24128;807;27.0;7;6;8.0;56;+1:27.210;8.0;1:39.548;199.36900000000003;2018;18;69;United States Grand Prix;Finished;Renault;French
2018-10-21;4;1;1006;24129;832;55.0;11;7;6.0;56;+1:34.994;11.0;1:39.858;198.75;2018;18;69;United States Grand Prix;Finished;Renault;French
2018-10-21;10;2;1006;24141;839;31.0;6;19;0.0;56;;0.0;;;2018;18;69;United States Grand Prix;Disqualified;Force India;Indian
2018-10-21;6;1;1006;24126;20;5.0;5;4;12.0;56;+18.222;3.0;1:38.280;201.94099999999997;2018;18;69;United States Grand Prix;Finished;Ferrari;Italian
2018-10-21;10;1;1006;24130;815;11.0;10;8;4.0;56;+1:41.080;13.0;1:39.992;198.483;2018;18;69;United States Grand Prix;Finished;Force India;Indian
2018-10-21;15;130;1006;24137;844;16.0;9;15;0.0;31;;16.0;1:40.522;197.437;2018;18;69;United States Grand Prix;Collision damage;Sauber;Swiss
2018-10-21;5;11;1006;24134;842;10.0;19;12;0.0;55;;14.0;1:40.098;198.273;2018;18;69;United States Grand Prix;+1 Lap;Toro Rosso;Italian
2018-10-28;4;22;1007;24161;832;55.0;8;19;0.0;28;;12.0;1:22.386;188.07;2018;19;32;Mexican Grand Prix;Suspension;Renault;French
2018-10-28;4;12;1007;24148;807;27.0;7;6;8.0;69;;7.0;1:20.637;192.15;2018;19;32;Mexican Grand Prix;+2 Laps;Renault;French
2018-10-28;5;12;1007;24156;843;28.0;14;14;0.0;69;;13.0;1:22.438;187.952;2018;19;32;Mexican Grand Prix;+2 Laps;Toro Rosso;Italian
2018-10-28;10;23;1007;24160;815;11.0;13;18;0.0;38;;19.0;1:23.545;185.46099999999998;2018;19;32;Mexican Grand Prix;Brakes;Force India;Indian
2018-10-28;5;12;1007;24152;842;10.0;20;10;1.0;69;;17.0;1:22.755;187.232;2018;19;32;Mexican Grand Prix;+2 Laps;Toro Rosso;Italian
2018-10-28;131;11;1007;24147;822;77.0;5;5;10.0;70;;1.0;1:18.741;196.77599999999998;2018;19;32;Mexican Grand Prix;+1 Lap;Mercedes;German
2018-10-28;210;12;1007;24157;825;20.0;16;15;0.0;69;;10.0;1:21.874;189.24599999999998;2018;19;32;Mexican Grand Prix;+2 Laps;Haas F1 Team;American
2018-10-28;131;1;1007;24146;1;44.0;3;4;12.0;71;+1:18.738;8.0;1:20.728;191.933;2018;19;32;Mexican Grand Prix;Finished;Mercedes;German
2018-10-28;3;12;1007;24154;840;18.0;17;12;0.0;69;;18.0;1:22.983;186.717;2018;19;32;Mexican Grand Prix;+2 Laps;Williams;British
2018-10-28;10;12;1007;24153;839;31.0;11;11;0.0;69;;15.0;1:22.629;187.517;2018;19;32;Mexican Grand Prix;+2 Laps;Force India;Indian
2018-10-28;3;12;1007;24155;845;35.0;19;13;0.0;69;;16.0;1:22.640;187.49200000000002;2018;19;32;Mexican Grand Prix;+2 Laps;Williams;British
2018-10-28;9;5;1007;24159;817;3.0;1;17;0.0;61;;3.0;1:19.462;194.99099999999999;2018;19;32;Mexican Grand Prix;Engine;Red Bull;Austrian
2018-10-28;9;1;1007;24143;830;33.0;2;1;25.0;71;1:38:28.851;2.0;1:19.186;195.67;2018;19;32;Mexican Grand Prix;Finished;Red Bull;Austrian
2018-10-28;1;5;1007;24162;4;14.0;12;20;0.0;3;;20.0;1:24.197;184.025;2018;19;32;Mexican Grand Prix;Engine;McLaren;British
2018-10-28;15;12;1007;24151;828;9.0;10;9;2.0;69;;14.0;1:22.440;187.947;2018;19;32;Mexican Grand Prix;+2 Laps;Sauber;Swiss
2018-10-28;6;1;1007;24144;20;5.0;4;2;18.0;71;+17.316;4.0;1:19.522;194.84400000000002;2018;19;32;Mexican Grand Prix;Finished;Ferrari;Italian
2018-10-28;1;12;1007;24150;838;2.0;15;8;4.0;69;;11.0;1:21.921;189.138;2018;19;32;Mexican Grand Prix;+2 Laps;McLaren;British
2018-10-28;210;13;1007;24158;154;8.0;18;16;0.0;68;;9.0;1:21.370;190.419;2018;19;32;Mexican Grand Prix;+3 Laps;Haas F1 Team;American
2018-10-28;6;1;1007;24145;8;7.0;6;3;15.0;71;+49.914;5.0;1:20.334;192.87400000000002;2018;19;32;Mexican Grand Prix;Finished;Ferrari;Italian
2018-10-28;15;12;1007;24149;844;16.0;9;7;6.0;69;;6.0;1:20.537;192.388;2018;19;32;Mexican Grand Prix;+2 Laps;Sauber;Swiss
2018-11-11;6;1;1008;24165;8;7.0;4;3;15.0;71;+4.764s;6.0;1:11.769;216.143;2018;20;18;Brazilian Grand Prix;Finished;Ferrari;Italian
2018-11-11;3;12;1008;24178;845;35.0;14;16;0.0;69;;19.0;1:14.262;208.887;2018;20;18;Brazilian Grand Prix;+2 Laps;Williams;British
2018-11-11;6;1;1008;24168;20;5.0;2;6;8.0;71;+26.997s;2.0;1:10.831;219.005;2018;20;18;Brazilian Grand Prix;Finished;Ferrari;Italian
2018-11-11;9;1;1008;24166;817;3.0;11;4;12.0;71;+5.193s;3.0;1:11.343;217.43400000000003;2018;20;18;Brazilian Grand Prix;Finished;Red Bull;Austrian
2018-11-11;131;1;1008;24167;822;77.0;3;5;10.0;71;+22.943s;1.0;1:10.540;219.90900000000002;2018;20;18;Brazilian Grand Prix;Finished;Mercedes;German
2018-11-11;4;25;1008;24181;807;27.0;13;19;0.0;32;;18.0;1:14.029;209.544;2018;20;18;Brazilian Grand Prix;Overheating;Renault;French
2018-11-11;5;11;1008;24175;842;10.0;9;13;0.0;70;;17.0;1:13.822;210.132;2018;20;18;Brazilian Grand Prix;+1 Lap;Toro Rosso;Italian
2018-11-11;4;11;1008;24174;832;55.0;15;12;0.0;70;;9.0;1:12.169;214.945;2018;20;18;Brazilian Grand Prix;+1 Lap;Renault;French
2018-11-11;210;1;1008;24171;825;20.0;10;9;2.0;71;+52.857s;10.0;1:12.206;214.835;2018;20;18;Brazilian Grand Prix;Finished;Haas F1 Team;American
2018-11-11;210;1;1008;24170;154;8.0;8;8;4.0;71;+51.230s;12.0;1:12.362;214.372;2018;20;18;Brazilian Grand Prix;Finished;Haas F1 Team;American
2018-11-11;131;1;1008;24163;1;44.0;1;1;25.0;71;1:27:09.066;7.0;1:11.795;216.065;2018;20;18;Brazilian Grand Prix;Finished;Mercedes;German
2018-11-11;5;11;1008;24173;843;28.0;16;11;0.0;70;;15.0;1:12.949;212.64700000000002;2018;20;18;Brazilian Grand Prix;+1 Lap;Toro Rosso;Italian
2018-11-11;3;12;1008;24180;840;18.0;19;18;0.0;69;;5.0;1:11.751;216.197;2018;20;18;Brazilian Grand Prix;+2 Laps;Williams;British
2018-11-11;15;1;1008;24169;844;16.0;7;7;6.0;71;+44.199s;8.0;1:12.082;215.204;2018;20;18;Brazilian Grand Prix;Finished;Sauber;Swiss
2018-11-11;15;4;1008;24182;828;9.0;6;20;0.0;20;;20.0;1:15.281;206.05900000000003;2018;20;18;Brazilian Grand Prix;Collision;Sauber;Swiss
2018-11-11;1;11;1008;24176;838;2.0;20;14;0.0;70;;16.0;1:12.968;212.59099999999998;2018;20;18;Brazilian Grand Prix;+1 Lap;McLaren;British
2018-11-11;9;1;1008;24164;830;33.0;5;2;18.0;71;+1.469s;4.0;1:11.578;216.72;2018;20;18;Brazilian Grand Prix;Finished;Red Bull;Austrian
2018-11-11;1;12;1008;24179;4;14.0;17;17;0.0;69;;14.0;1:12.643;213.542;2018;20;18;Brazilian Grand Prix;+2 Laps;McLaren;British
2018-11-11;10;11;1008;24177;839;31.0;18;15;0.0;70;;11.0;1:12.352;214.40099999999998;2018;20;18;Brazilian Grand Prix;+1 Lap;Force India;Indian
2018-11-11;10;11;1008;24172;815;11.0;12;10;1.0;70;;13.0;1:12.472;214.046;2018;20;18;Brazilian Grand Prix;+1 Lap;Force India;Indian
2018-11-25;131;1;1009;24183;1;44.0;1;1;25.0;55;1:39:40.382;5.0;1:41.357;197.267;2018;21;24;Abu Dhabi Grand Prix;Finished;Mercedes;German
2018-11-25;131;1;1009;24187;822;77.0;2;5;10.0;55;+47.957;2.0;1:40.953;198.05599999999998;2018;21;24;Abu Dhabi Grand Prix;Finished;Mercedes;German
2018-11-25;3;11;1009;24197;845;35.0;19;15;0.0;54;;14.0;1:43.831;192.56599999999997;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;Williams;British
2018-11-25;15;75;1009;24200;828;9.0;12;18;0.0;24;;19.0;1:46.077;188.489;2018;21;24;Abu Dhabi Grand Prix;Power loss;Sauber;Swiss
2018-11-25;3;11;1009;24195;840;18.0;20;13;0.0;54;;16.0;1:44.033;192.192;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;Williams;British
2018-11-25;6;1;1009;24184;20;5.0;3;2;18.0;55;+2.581;1.0;1:40.867;198.225;2018;21;24;Abu Dhabi Grand Prix;Finished;Ferrari;Italian
2018-11-25;4;1;1009;24188;832;55.0;11;6;8.0;55;+1:12.548;4.0;1:41.351;197.278;2018;21;24;Abu Dhabi Grand Prix;Finished;Renault;French
2018-11-25;15;1;1009;24189;844;16.0;8;7;6.0;55;+1:30.789;10.0;1:42.876;194.354;2018;21;24;Abu Dhabi Grand Prix;Finished;Sauber;Swiss
2018-11-25;6;75;1009;24201;8;7.0;4;19;0.0;6;;18.0;1:45.198;190.06400000000002;2018;21;24;Abu Dhabi Grand Prix;Power loss;Ferrari;Italian
2018-11-25;5;5;1009;24198;842;10.0;17;16;0.0;46;;15.0;1:43.988;192.27599999999998;2018;21;24;Abu Dhabi Grand Prix;Engine;Toro Rosso;Italian
2018-11-25;210;11;1009;24192;825;20.0;13;10;1.0;54;;9.0;1:42.822;194.456;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;Haas F1 Team;American
2018-11-25;5;11;1009;24194;843;28.0;16;12;0.0;54;;17.0;1:44.174;191.93200000000002;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;Toro Rosso;Italian
2018-11-25;10;1;1009;24190;815;11.0;14;8;4.0;55;+1:31.275;8.0;1:42.816;194.467;2018;21;24;Abu Dhabi Grand Prix;Finished;Force India;Indian
2018-11-25;4;4;1009;24202;807;27.0;10;20;0.0;0;;0.0;;;2018;21;24;Abu Dhabi Grand Prix;Collision;Renault;French
2018-11-25;9;1;1009;24186;817;3.0;5;4;12.0;55;+15.379;3.0;1:41.249;197.477;2018;21;24;Abu Dhabi Grand Prix;Finished;Red Bull;Austrian
2018-11-25;9;1;1009;24185;830;33.0;6;3;15.0;55;+12.706;6.0;1:41.909;196.19799999999998;2018;21;24;Abu Dhabi Grand Prix;Finished;Red Bull;Austrian
2018-11-25;1;11;1009;24193;4;14.0;15;11;0.0;54;;7.0;1:42.393;195.271;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;McLaren;British
2018-11-25;1;11;1009;24196;838;2.0;18;14;0.0;54;;12.0;1:43.249;193.65200000000002;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;McLaren;British
2018-11-25;210;11;1009;24191;154;8.0;7;9;2.0;54;;11.0;1:43.195;193.753;2018;21;24;Abu Dhabi Grand Prix;+1 Lap;Haas F1 Team;American
2018-11-25;10;5;1009;24199;839;31.0;9;17;0.0;44;;13.0;1:43.591;193.012;2018;21;24;Abu Dhabi Grand Prix;Engine;Force India;Indian
